Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	GTP binding (GO:0005525)	6/189	2.677886e-02	1.955444e-01	0	0	2.743029e+00	9.930156e+00	ARL3;BMS1;RAB35;GTPBP10;RAC1;ARF5
GO_Molecular_Function_2021	pyrophosphatase activity (GO:0016462)	3/54	2.702696e-02	1.955444e-01	0	0	4.891785e+00	1.766384e+01	NUDT4B;DHX29;NUDT5
GO_Molecular_Function_2021	peptidase activator activity (GO:0016504)	2/22	2.828992e-02	1.955444e-01	0	0	8.294118e+00	2.957060e+01	ADRM1;PSME2
GO_Molecular_Function_2021	flavin adenine dinucleotide binding (GO:0050660)	3/55	2.833977e-02	1.955444e-01	0	0	4.797468e+00	1.709573e+01	CYB5R3;ILVBL;ETFDH
GO_Molecular_Function_2021	low-density lipoprotein particle receptor binding (GO:0050750)	2/23	3.074319e-02	2.069542e-01	0	0	7.898760e+00	2.750417e+01	AP2M1;PICALM
GO_Molecular_Function_2021	NF-kappaB binding (GO:0051059)	2/25	3.589031e-02	2.358506e-01	0	0	7.211180e+00	2.399367e+01	FAF1;MTDH
GO_Molecular_Function_2021	lipoprotein particle receptor binding (GO:0070325)	2/28	4.417893e-02	2.537836e-01	0	0	6.378151e+00	1.989669e+01	AP2M1;PICALM
GO_Molecular_Function_2021	endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891)	2/28	4.417893e-02	2.537836e-01	0	0	6.378151e+00	1.989669e+01	RNASEH2A;PRORP
GO_Molecular_Function_2021	protein serine/threonine/tyrosine kinase activity (GO:0004712)	2/28	4.417893e-02	2.537836e-01	0	0	6.378151e+00	1.989669e+01	RPS6KB1;PRKACA
GO_Molecular_Function_2021	GTPase activity (GO:0003924)	6/216	4.644569e-02	2.537836e-01	0	0	2.387057e+00	7.327005e+00	RAB5C;BMS1;RAB35;GTPBP10;RAC1;GPN1
GO_Molecular_Function_2021	GDP binding (GO:0019003)	3/67	4.666210e-02	2.537836e-01	0	0	3.895570e+00	1.193923e+01	RAB5C;ARL3;RAB35
GO_Molecular_Function_2021	RNA polymerase II complex binding (GO:0000993)	2/32	5.620096e-02	2.537836e-01	0	0	5.526611e+00	1.591013e+01	ZNF326;CDC73
GO_Molecular_Function_2021	RNA-DNA hybrid ribonuclease activity (GO:0004523)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	RNASEH2A
GO_Molecular_Function_2021	ADP-ribose diphosphatase activity (GO:0047631)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	NUDT5
GO_Molecular_Function_2021	ankyrin repeat binding (GO:0071532)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	TNKS1BP1
GO_Molecular_Function_2021	bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	NUDT4B
GO_Molecular_Function_2021	bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	NUDT4B
GO_Molecular_Function_2021	type 1 fibroblast growth factor receptor binding (GO:0005105)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	NPTN
GO_Molecular_Function_2021	cAMP-dependent protein kinase activity (GO:0004691)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	PRKACA
GO_Molecular_Function_2021	nitrite reductase activity (GO:0098809)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	CYB5R3
GO_Molecular_Function_2021	nucleoside kinase activity (GO:0019206)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	DCK
GO_Molecular_Function_2021	diphosphoinositol-polyphosphate diphosphatase activity (GO:0008486)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	NUDT4B
GO_Molecular_Function_2021	endopolyphosphatase activity (GO:0000298)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	NUDT4B
GO_Molecular_Function_2021	ganglioside binding (GO:0035594)	1/5	5.858264e-02	2.537836e-01	0	0	2.066527e+01	5.863392e+01	PSAP
GO_Molecular_Function_2021	RNA polymerase core enzyme binding (GO:0043175)	2/33	5.936622e-02	2.537836e-01	0	0	5.348062e+00	1.510309e+01	ZNF326;CDC73
GO_Molecular_Function_2021	basal RNA polymerase II transcription machinery binding (GO:0001099)	2/33	5.936622e-02	2.537836e-01	0	0	5.348062e+00	1.510309e+01	ZNF326;CDC73
GO_Molecular_Function_2021	exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)	2/33	5.936622e-02	2.537836e-01	0	0	5.348062e+00	1.510309e+01	DIS3;EXOSC9
GO_Molecular_Function_2021	3'-5'-exoribonuclease activity (GO:0000175)	2/34	6.259149e-02	2.537836e-01	0	0	5.180672e+00	1.435630e+01	DIS3;EXOSC9
GO_Molecular_Function_2021	endoribonuclease activity (GO:0004521)	2/34	6.259149e-02	2.537836e-01	0	0	5.180672e+00	1.435630e+01	TSNAX;NOB1
GO_Molecular_Function_2021	keratin filament binding (GO:1990254)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	EPPK1
GO_Molecular_Function_2021	amidine-lyase activity (GO:0016842)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	GGCT
GO_Molecular_Function_2021	sulfatide binding (GO:0120146)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	MANF
GO_Molecular_Function_2021	U4 snRNA binding (GO:0030621)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	GEMIN5
GO_Molecular_Function_2021	neurotrophin TRK receptor binding (GO:0005167)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	PLCG1
GO_Molecular_Function_2021	neurotrophin TRKA receptor binding (GO:0005168)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	PLCG1
GO_Molecular_Function_2021	cyclic nucleotide-dependent protein kinase activity (GO:0004690)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	PRKACA
GO_Molecular_Function_2021	dihydropyrimidinase activity (GO:0004157)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	DPYSL2
GO_Molecular_Function_2021	peroxisome targeting sequence binding (GO:0000268)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	PEX19
GO_Molecular_Function_2021	dopamine receptor binding (GO:0050780)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	VPS35
GO_Molecular_Function_2021	four-way junction helicase activity (GO:0009378)	1/6	6.988245e-02	2.537836e-01	0	0	1.653138e+01	4.398902e+01	RECQL
GO_Molecular_Function_2021	amyloid-beta binding (GO:0001540)	3/80	7.160991e-02	2.566797e-01	0	0	3.235739e+00	8.531096e+00	VBP1;PFDN4;PICALM
GO_Molecular_Function_2021	ion channel inhibitor activity (GO:0008200)	2/37	7.260869e-02	2.569231e-01	0	0	4.735894e+00	1.242069e+01	CAMK2D;PHPT1
GO_Molecular_Function_2021	ATPase regulator activity (GO:0060590)	2/38	7.605552e-02	2.631650e-01	0	0	4.604108e+00	1.186153e+01	DNAJB6;HSPBP1
GO_Molecular_Function_2021	ribosomal protein S6 kinase activity (GO:0004711)	1/7	8.104719e-02	2.631650e-01	0	0	1.377545e+01	3.461391e+01	RPS6KB1
GO_Molecular_Function_2021	SUMO-specific protease activity (GO:0016929)	1/7	8.104719e-02	2.631650e-01	0	0	1.377545e+01	3.461391e+01	SENP3
GO_Molecular_Function_2021	telethonin binding (GO:0031433)	1/7	8.104719e-02	2.631650e-01	0	0	1.377545e+01	3.461391e+01	TTN
GO_Molecular_Function_2021	voltage-gated channel activity (GO:0022832)	1/7	8.104719e-02	2.631650e-01	0	0	1.377545e+01	3.461391e+01	ANO6
GO_Molecular_Function_2021	phosphatidylinositol 3-kinase regulatory subunit binding (GO:0036312)	1/7	8.104719e-02	2.631650e-01	0	0	1.377545e+01	3.461391e+01	PTPN13
GO_Molecular_Function_2021	phospholipid scramblase activity (GO:0017128)	1/7	8.104719e-02	2.631650e-01	0	0	1.377545e+01	3.461391e+01	ANO6
GO_Molecular_Function_2021	signal sequence binding (GO:0005048)	2/42	9.033546e-02	2.732651e-01	0	0	4.142857e+00	9.960361e+00	TNPO2;AP2M1
GO_Molecular_Function_2021	cell-cell adhesion mediator activity (GO:0098632)	2/42	9.033546e-02	2.732651e-01	0	0	4.142857e+00	9.960361e+00	NPTN;PAK4
GO_Molecular_Function_2021	Roundabout binding (GO:0048495)	1/8	9.207847e-02	2.732651e-01	0	0	1.180693e+01	2.816088e+01	SLIT3
GO_Molecular_Function_2021	adenylate kinase activity (GO:0004017)	1/8	9.207847e-02	2.732651e-01	0	0	1.180693e+01	2.816088e+01	AK6
GO_Molecular_Function_2021	sodium channel inhibitor activity (GO:0019871)	1/8	9.207847e-02	2.732651e-01	0	0	1.180693e+01	2.816088e+01	CAMK2D
GO_Molecular_Function_2021	U1 snRNA binding (GO:0030619)	1/8	9.207847e-02	2.732651e-01	0	0	1.180693e+01	2.816088e+01	GEMIN5
GO_Molecular_Function_2021	cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)	1/8	9.207847e-02	2.732651e-01	0	0	1.180693e+01	2.816088e+01	CKS2
GO_Molecular_Function_2021	protein kinase B binding (GO:0043422)	1/8	9.207847e-02	2.732651e-01	0	0	1.180693e+01	2.816088e+01	APPL1
GO_Molecular_Function_2021	GTPase binding (GO:0051020)	5/201	9.514498e-02	2.780557e-01	0	0	2.123752e+00	4.995814e+00	EHD1;EXOC8;AP1G1;LAMTOR1;PICALM
GO_Molecular_Function_2021	damaged DNA binding (GO:0003684)	2/44	9.774791e-02	2.780557e-01	0	0	3.945178e+00	9.173973e+00	RPA2;NBN
GO_Molecular_Function_2021	acyl-CoA dehydrogenase activity (GO:0003995)	1/9	1.029779e-01	2.780557e-01	0	0	1.033054e+01	2.348382e+01	ACADS
GO_Molecular_Function_2021	small ribosomal subunit rRNA binding (GO:0070181)	1/9	1.029779e-01	2.780557e-01	0	0	1.033054e+01	2.348382e+01	CIRBP
GO_Molecular_Function_2021	U3 snoRNA binding (GO:0034511)	1/9	1.029779e-01	2.780557e-01	0	0	1.033054e+01	2.348382e+01	BMS1
GO_Molecular_Function_2021	cytidylyltransferase activity (GO:0070567)	1/9	1.029779e-01	2.780557e-01	0	0	1.033054e+01	2.348382e+01	CMAS
GO_Molecular_Function_2021	dipeptidase activity (GO:0016805)	1/9	1.029779e-01	2.780557e-01	0	0	1.033054e+01	2.348382e+01	PM20D2
GO_Molecular_Function_2021	RAGE receptor binding (GO:0050786)	1/9	1.029779e-01	2.780557e-01	0	0	1.033054e+01	2.348382e+01	S100A13
GO_Molecular_Function_2021	purine ribonucleoside triphosphate binding (GO:0035639)	9/460	1.035844e-01	2.780557e-01	0	0	1.668068e+00	3.782125e+00	ARL3;BMS1;RAB35;PMVK;GTPBP10;RAC1;AK6;ARF5;SRPK1
GO_Molecular_Function_2021	phosphatidylinositol bisphosphate binding (GO:1902936)	3/94	1.037672e-01	2.780557e-01	0	0	2.735986e+00	6.198664e+00	RAB35;GBF1;PICALM
GO_Molecular_Function_2021	endopeptidase regulator activity (GO:0061135)	2/46	1.053252e-01	2.795168e-01	0	0	3.765470e+00	8.474953e+00	ADRM1;PSME2
GO_Molecular_Function_2021	zinc ion binding (GO:0008270)	7/336	1.109985e-01	2.814008e-01	0	0	1.774359e+00	3.900463e+00	PHF5A;UBA5;CHMP1A;S100A13;ARIH2;TIMM10;DPP3
GO_Molecular_Function_2021	single-stranded DNA binding (GO:0003697)	3/97	1.112907e-01	2.814008e-01	0	0	2.648263e+00	5.814552e+00	RADX;RPA2;POLR2H
GO_Molecular_Function_2021	3'-5' exonuclease activity (GO:0008408)	2/48	1.130553e-01	2.814008e-01	0	0	3.601388e+00	7.850589e+00	DIS3;EXOSC9
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)	1/10	1.137470e-01	2.814008e-01	0	0	9.182241e+00	1.996016e+01	DPYSL2
GO_Molecular_Function_2021	voltage-gated chloride channel activity (GO:0005247)	1/10	1.137470e-01	2.814008e-01	0	0	9.182241e+00	1.996016e+01	ANO6
GO_Molecular_Function_2021	G-rich strand telomeric DNA binding (GO:0098505)	1/10	1.137470e-01	2.814008e-01	0	0	9.182241e+00	1.996016e+01	RPA2
GO_Molecular_Function_2021	H4 histone acetyltransferase activity (GO:0010485)	1/10	1.137470e-01	2.814008e-01	0	0	9.182241e+00	1.996016e+01	USP22
GO_Molecular_Function_2021	exonuclease activity (GO:0004527)	2/49	1.169740e-01	2.814008e-01	0	0	3.524584e+00	7.563066e+00	EXOSC9;EXOSC1
GO_Molecular_Function_2021	protein serine/threonine kinase activity (GO:0004674)	7/344	1.213651e-01	2.814008e-01	0	0	1.731524e+00	3.651700e+00	CAMK2D;RPS6KB1;CDK13;PRKACA;SRPK1;PAK4;TTN
GO_Molecular_Function_2021	semaphorin receptor activity (GO:0017154)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	PLXNB2
GO_Molecular_Function_2021	adenyl nucleotide binding (GO:0030554)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	HSPBP1
GO_Molecular_Function_2021	adenyl-nucleotide exchange factor activity (GO:0000774)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	HSPBP1
GO_Molecular_Function_2021	amino acid:sodium symporter activity (GO:0005283)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	SLC6A15
GO_Molecular_Function_2021	thioesterase binding (GO:0031996)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	RAC1
GO_Molecular_Function_2021	transferrin receptor binding (GO:1990459)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	SNX2
GO_Molecular_Function_2021	calcium channel inhibitor activity (GO:0019855)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	PHPT1
GO_Molecular_Function_2021	dipeptidyl-peptidase activity (GO:0008239)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	DPP3
GO_Molecular_Function_2021	ribonuclease P activity (GO:0004526)	1/11	1.243873e-01	2.814008e-01	0	0	8.263598e+00	1.722427e+01	PRORP
GO_Molecular_Function_2021	nuclear receptor coactivator activity (GO:0030374)	2/53	1.329746e-01	2.864040e-01	0	0	3.247487e+00	6.552122e+00	ACTN1;USP22
GO_Molecular_Function_2021	phosphoric ester hydrolase activity (GO:0042578)	2/53	1.329746e-01	2.864040e-01	0	0	3.247487e+00	6.552122e+00	PPP1CC;PUDP
GO_Molecular_Function_2021	ribosomal large subunit binding (GO:0043023)	1/12	1.349004e-01	2.864040e-01	0	0	7.511982e+00	1.504814e+01	RBM3
GO_Molecular_Function_2021	RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353)	1/12	1.349004e-01	2.864040e-01	0	0	7.511982e+00	1.504814e+01	CDK13
GO_Molecular_Function_2021	single-stranded telomeric DNA binding (GO:0043047)	1/12	1.349004e-01	2.864040e-01	0	0	7.511982e+00	1.504814e+01	RPA2
GO_Molecular_Function_2021	mRNA methyltransferase activity (GO:0008174)	1/12	1.349004e-01	2.864040e-01	0	0	7.511982e+00	1.504814e+01	TRMT10C
GO_Molecular_Function_2021	death receptor activity (GO:0005035)	1/12	1.349004e-01	2.864040e-01	0	0	7.511982e+00	1.504814e+01	TNFRSF10B
GO_Molecular_Function_2021	dynactin binding (GO:0034452)	1/12	1.349004e-01	2.864040e-01	0	0	7.511982e+00	1.504814e+01	PAFAH1B1
GO_Molecular_Function_2021	metalloexopeptidase activity (GO:0008235)	2/55	1.411517e-01	2.973884e-01	0	0	3.124623e+00	6.117762e+00	XPNPEP1;METAP2
GO_Molecular_Function_2021	aldehyde dehydrogenase (NAD+) activity (GO:0004029)	1/13	1.452878e-01	2.992496e-01	0	0	6.885635e+00	1.328265e+01	ALDH7A1
GO_Molecular_Function_2021	titin binding (GO:0031432)	1/13	1.452878e-01	2.992496e-01	0	0	6.885635e+00	1.328265e+01	CAMK2D
GO_Molecular_Function_2021	nucleoside-diphosphatase activity (GO:0017110)	1/13	1.452878e-01	2.992496e-01	0	0	6.885635e+00	1.328265e+01	NUDT5
GO_Molecular_Function_2021	4 iron, 4 sulfur cluster binding (GO:0051539)	1/14	1.555510e-01	3.133729e-01	0	0	6.355649e+00	1.182647e+01	ETFDH
GO_Molecular_Function_2021	tRNA-specific ribonuclease activity (GO:0004549)	1/14	1.555510e-01	3.133729e-01	0	0	6.355649e+00	1.182647e+01	PRORP
GO_Molecular_Function_2021	phospholipase binding (GO:0043274)	1/14	1.555510e-01	3.133729e-01	0	0	6.355649e+00	1.182647e+01	PAFAH1B1
GO_Molecular_Function_2021	phosphatase binding (GO:0019902)	3/114	1.574664e-01	3.149101e-01	0	0	2.240734e+00	4.142094e+00	ANAPC7;RPA2;DZIP3
GO_Molecular_Function_2021	small GTPase binding (GO:0031267)	4/175	1.595628e-01	3.149101e-01	0	0	1.941620e+00	3.563489e+00	EHD1;EXOC8;AP1G1;PICALM
GO_Molecular_Function_2021	nuclease activity (GO:0004518)	2/60	1.620308e-01	3.149101e-01	0	0	2.854535e+00	5.195164e+00	RNASEH2A;DIS3
GO_Molecular_Function_2021	tubulin binding (GO:0015631)	6/307	1.650305e-01	3.149101e-01	0	0	1.657637e+00	2.986440e+00	TPX2;VBP1;ARL3;TBCE;PAFAH1B1;APPL1
GO_Molecular_Function_2021	aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030)	1/15	1.656915e-01	3.149101e-01	0	0	5.901375e+00	1.060847e+01	ALDH7A1
GO_Molecular_Function_2021	mannose binding (GO:0005537)	1/15	1.656915e-01	3.149101e-01	0	0	5.901375e+00	1.060847e+01	LMAN2
GO_Molecular_Function_2021	muscle alpha-actinin binding (GO:0051371)	1/15	1.656915e-01	3.149101e-01	0	0	5.901375e+00	1.060847e+01	TTN
GO_Molecular_Function_2021	nucleotide diphosphatase activity (GO:0004551)	1/15	1.656915e-01	3.149101e-01	0	0	5.901375e+00	1.060847e+01	NUDT4B
GO_Molecular_Function_2021	transition metal ion binding (GO:0046914)	8/445	1.677893e-01	3.149101e-01	0	0	1.524738e+00	2.721727e+00	PHF5A;XPNPEP1;UBA5;CHMP1A;S100A13;ARIH2;TIMM10;DPP3
GO_Molecular_Function_2021	protease binding (GO:0002020)	3/118	1.690858e-01	3.149101e-01	0	0	2.162356e+00	3.843261e+00	PSAP;ADRM1;TTN
GO_Molecular_Function_2021	syntaxin binding (GO:0019905)	2/62	1.705326e-01	3.149101e-01	0	0	2.759104e+00	4.880382e+00	SCFD1;SNAP23
GO_Molecular_Function_2021	3'-5' DNA helicase activity (GO:0043138)	1/16	1.757107e-01	3.149101e-01	0	0	5.507671e+00	9.577379e+00	RECQL
GO_Molecular_Function_2021	tropomyosin binding (GO:0005523)	1/16	1.757107e-01	3.149101e-01	0	0	5.507671e+00	9.577379e+00	CALD1
GO_Molecular_Function_2021	voltage-gated anion channel activity (GO:0008308)	1/16	1.757107e-01	3.149101e-01	0	0	5.507671e+00	9.577379e+00	ANO6
GO_Molecular_Function_2021	voltage-gated ion channel activity (GO:0005244)	1/16	1.757107e-01	3.149101e-01	0	0	5.507671e+00	9.577379e+00	ANO6
