Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ARCHS4_TFs_Coexp	MYBL2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	HOXA1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	S100A10;SNRPB
ARCHS4_TFs_Coexp	HOXA13 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;PM20D2
ARCHS4_TFs_Coexp	E2F3 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPP1CC;SNRPB
ARCHS4_TFs_Coexp	ZNF511 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	MRPL23;SNRPB
ARCHS4_TFs_Coexp	EPAS1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	ALDH2;SLIT3
ARCHS4_TFs_Coexp	ID3 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	GCSH;SNRPB
ARCHS4_TFs_Coexp	PCGF6 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PM20D2;SNRPB
ARCHS4_TFs_Coexp	HIF3A human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	S100A10;SNRPB
ARCHS4_TFs_Coexp	THRA human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	THAP10 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	GCSH;LIN7A
ARCHS4_TFs_Coexp	HOXD11 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PM20D2;SNRPB
ARCHS4_TFs_Coexp	HOXD13 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	NRL human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	CDX4 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	GCSH;SNRPB
ARCHS4_TFs_Coexp	THAP11 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	ATOH8 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	ALDH2;SLIT3
ARCHS4_TFs_Coexp	TFCP2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPP1CC;IK
ARCHS4_TFs_Coexp	MYC human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	TP53 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;SNRPB
ARCHS4_TFs_Coexp	ZNF593 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	MRPL23;SNRPB
ARCHS4_TFs_Coexp	DVL2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	NKX6-2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	HMG20B human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;PPAN
ARCHS4_TFs_Coexp	MKRN2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	ZNF512;SNRPB
ARCHS4_TFs_Coexp	UBE2K human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;PPP1CC
ARCHS4_TFs_Coexp	ISL2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	RBM27 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;PPP1CC
ARCHS4_TFs_Coexp	RAPGEF4 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	CHRAC1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPP1CC;SNRPB
ARCHS4_TFs_Coexp	TRMT1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	HAND2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SLIT3;ZNF512
ARCHS4_TFs_Coexp	PHOX2A human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SLIT3;ZNF512
ARCHS4_TFs_Coexp	RPA2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	NUDT5;SNRPB
ARCHS4_TFs_Coexp	GTF3A human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	MRPL23;SNRPB
ARCHS4_TFs_Coexp	RNF114 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;SNRPB
ARCHS4_TFs_Coexp	HIST1H1D human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	TTF1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SCFD1;NUDT5
ARCHS4_TFs_Coexp	RNF138 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;PPP1CC
ARCHS4_TFs_Coexp	ONECUT1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;IK
ARCHS4_TFs_Coexp	RC3H1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;GCSH
ARCHS4_TFs_Coexp	RAPGEF5 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	ARNT2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	MRRF human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	NUDT5;EXOSC2
ARCHS4_TFs_Coexp	ZNF622 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;SNRPB
ARCHS4_TFs_Coexp	POLE3 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	NUDT5;SNRPB
ARCHS4_TFs_Coexp	DEAF1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SAMM50;VAMP2
ARCHS4_TFs_Coexp	TIGD6 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;ETFDH
ARCHS4_TFs_Coexp	HIST1H1E human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	CSDC2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	SUZ12 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PM20D2;PPP1CC
ARCHS4_TFs_Coexp	FARSA human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;PPAN
ARCHS4_TFs_Coexp	EWSR1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	SF3A3 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	NUDT5;SNRPB
ARCHS4_TFs_Coexp	GTF2E2 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;NUDT5
ARCHS4_TFs_Coexp	MEOX1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	ALDH2;SLIT3
ARCHS4_TFs_Coexp	ZNF207 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;PPP1CC
ARCHS4_TFs_Coexp	ZNF574 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	ZBTB24 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	SUZ12;PPP1CC
ARCHS4_TFs_Coexp	ZSCAN18 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	VAMP2;MAPK4
ARCHS4_TFs_Coexp	NKX2-4 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	TOE1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	ZBTB39 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPP1CC;LIN7A
ARCHS4_TFs_Coexp	ZNF212 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	ZNF296 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	ZNF581 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	PPAN;SNRPB
ARCHS4_TFs_Coexp	ZNF408 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;PPAN
ARCHS4_TFs_Coexp	DRAP1 human tf ARCHS4 coexpression	2/299	4.953586e-02	2.252154e-01	0	0	6.023569e+00	1.810118e+01	LMAN2;SNRPB
ARCHS4_TFs_Coexp	ZNF518A human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ZNF512
ARCHS4_TFs_Coexp	SOX8 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	MAPK4
ARCHS4_TFs_Coexp	ZBTB41 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ETFDH
ARCHS4_TFs_Coexp	ZNF454 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ZNF512
ARCHS4_TFs_Coexp	NFIX human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	VAMP2
ARCHS4_TFs_Coexp	MLXIPL human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ALDH2
ARCHS4_TFs_Coexp	ISL1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ETFDH
ARCHS4_TFs_Coexp	SNAI2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	ZNF771 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	MRPL23
ARCHS4_TFs_Coexp	HOXC8 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	ZNF572 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PM20D2
ARCHS4_TFs_Coexp	NFE2L3 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPP1CC
ARCHS4_TFs_Coexp	FOXC1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPAN
ARCHS4_TFs_Coexp	DLX3 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	S100A10
ARCHS4_TFs_Coexp	MEF2B human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPAN
ARCHS4_TFs_Coexp	RFX7 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPP1CC
ARCHS4_TFs_Coexp	ZFP1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	LIN7A
ARCHS4_TFs_Coexp	DBX2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	MAPK4
ARCHS4_TFs_Coexp	ZNF696 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	EXOSC2
ARCHS4_TFs_Coexp	ZNF529 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	TIMM10B
ARCHS4_TFs_Coexp	ZNF749 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SNRPB
ARCHS4_TFs_Coexp	REST human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPP1CC
ARCHS4_TFs_Coexp	TBX5 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	ZNF490 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	EXOSC2
ARCHS4_TFs_Coexp	XBP1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	LMAN2
ARCHS4_TFs_Coexp	HES4 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	MRPL23
ARCHS4_TFs_Coexp	YY1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPP1CC
ARCHS4_TFs_Coexp	HMX3 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPAN
ARCHS4_TFs_Coexp	NFATC4 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	E2F1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SNRPB
ARCHS4_TFs_Coexp	TSC22D1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	VAMP2
ARCHS4_TFs_Coexp	CTCF human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPP1CC
ARCHS4_TFs_Coexp	ZBTB44 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SUZ12
ARCHS4_TFs_Coexp	ZNF565 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SCFD1
ARCHS4_TFs_Coexp	KLF1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	MRPL23
ARCHS4_TFs_Coexp	ZNF502 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SCFD1
ARCHS4_TFs_Coexp	ZNF709 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ETFDH
ARCHS4_TFs_Coexp	HOXA3 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	S100A10
ARCHS4_TFs_Coexp	ZNF705A human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ZNF512
ARCHS4_TFs_Coexp	HOXA6 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SNRPB
ARCHS4_TFs_Coexp	EZH2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SUZ12
ARCHS4_TFs_Coexp	MEOX2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	TLX1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SNRPB
ARCHS4_TFs_Coexp	ZNF628 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPAN
ARCHS4_TFs_Coexp	ZNF624 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ZNF512
ARCHS4_TFs_Coexp	HNF1B human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	S100A10
ARCHS4_TFs_Coexp	MLX human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	S100A10
ARCHS4_TFs_Coexp	EZH1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	VAMP2
ARCHS4_TFs_Coexp	PHOX2B human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	FOXM1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SNRPB
ARCHS4_TFs_Coexp	CUX2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	VAMP2
ARCHS4_TFs_Coexp	CREBL2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ALDH2
ARCHS4_TFs_Coexp	ZNF251 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ZNF512
ARCHS4_TFs_Coexp	ZNF334 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	GCSH
ARCHS4_TFs_Coexp	HAND1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	ZXDB human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PM20D2
ARCHS4_TFs_Coexp	TLX2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	CEBPZ human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPP1CC
ARCHS4_TFs_Coexp	PRRX1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	TFAP2E human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	VAMP2
ARCHS4_TFs_Coexp	ZNF468 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SCFD1
ARCHS4_TFs_Coexp	MYB human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SUZ12
ARCHS4_TFs_Coexp	ZNF580 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	MRPL23
ARCHS4_TFs_Coexp	TCF21 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SLIT3
ARCHS4_TFs_Coexp	ZBTB9 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SNRPB
ARCHS4_TFs_Coexp	KLF9 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	ALDH2
ARCHS4_TFs_Coexp	SCRT2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SAMM50
ARCHS4_TFs_Coexp	NKX2-3 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	LMAN2
ARCHS4_TFs_Coexp	BCLAF1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	SUZ12
ARCHS4_TFs_Coexp	HOXB7 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	S100A10
ARCHS4_TFs_Coexp	NRF1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPAN
ARCHS4_TFs_Coexp	BMP2 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	S100A10
ARCHS4_TFs_Coexp	PREB human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	LMAN2
ARCHS4_TFs_Coexp	NFYB human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	GCSH
ARCHS4_TFs_Coexp	CXXC1 human tf ARCHS4 coexpression	1/299	3.035212e-01	3.035212e-01	0	0	2.871024e+00	3.423133e+00	PPAN
