Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	translation (GO:0006412)	30/214	1.698515e-20	2.802550e-18	0	0	1.169717e+01	5.324780e+02	KARS1;RPLP1;RPLP0;RRBP1;RPL6;MRPL3;RPS19;RPS18;RPL36;RPL13;IARS2;RPL15;RPS11;RPS12;RPL19;TSFM;RPL21;RPS7;RPS8;RPL23;RPS6;RPL13A;RPL23A;EEF1G;RPS25;PPA1;RPS20;RPL28;UBA52;RPS23
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	24/162	3.492508e-17	5.282418e-15	0	0	1.223647e+01	4.636806e+02	RPL21;RPS7;RPS8;RPL23;RPLP1;RPS6;RPLP0;RPL13A;RRBP1;RPL23A;RPL6;RPS25;MRPL3;RPS19;RPS18;RPL36;RPL13;RPS20;RPL15;RPS11;RPL28;RPS12;RPS23;RPL19
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	31/314	1.137397e-16	1.587982e-14	0	0	7.847718e+00	2.881103e+02	RPLP1;RPLP0;RRBP1;TYMS;RPL6;MRPL3;RPS19;RPS18;RPL36;RPL13;RPL15;POLR2H;RPS11;RPL19;RPS12;TSFM;RPL21;RPS7;RPS8;RFC2;RPL23;RPS6;RPL13A;RPL23A;EEF1G;RPS25;GOLPH3;RPS20;RPL28;PTMA;RPS23
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	23/162	4.246969e-16	5.505892e-14	0	0	1.159993e+01	4.105814e+02	RPL21;RPS7;DIS3;KRR1;RPL23;RPLP1;RPS6;RPLP0;RPL13A;SNU13;RPL23A;RPL6;WDR43;FBL;RPS25;RPS19;MRTO4;RPL36;RPL13;RPL15;RPL28;UBA52;RPL19
GO_Biological_Process_2021	ncRNA processing (GO:0034470)	25/201	5.267436e-16	6.373598e-14	0	0	1.001087e+01	3.521806e+02	KARS1;RPLP1;RPLP0;SNU13;ADAR;RPL6;WDR43;FBL;RPS19;RPL36;RPL13;RPL15;RPL19;RPL21;RPS7;DIS3;KRR1;RPL23;RPS6;RPL13A;RPL23A;RPS25;MRTO4;RPL28;UBA52
GO_Biological_Process_2021	ribosome biogenesis (GO:0042254)	24/192	1.841810e-15	1.975111e-13	0	0	1.003597e+01	3.405007e+02	RPL21;RPS7;DIS3;KRR1;RPL23;RPLP1;RPS6;RPLP0;RPL13A;SNU13;RPL23A;RPL6;WDR43;FBL;RPS25;RPS19;MRTO4;RPL36;RPL13;RPL15;RPL28;UBA52;RAN;RPL19
GO_Biological_Process_2021	rRNA processing (GO:0006364)	23/173	1.849966e-15	1.975111e-13	0	0	1.074323e+01	3.644490e+02	RPL21;RPS7;DIS3;KRR1;RPL23;RPLP1;RPS6;RPLP0;RPL13A;SNU13;RPL23A;RPL6;WDR43;FBL;RPS25;RPS19;MRTO4;RPL36;RPL13;RPL15;RPL28;UBA52;RPL19
GO_Biological_Process_2021	RNA processing (GO:0006396)	21/179	3.948872e-13	3.981779e-11	0	0	9.242308e+00	2.639620e+02	TCERG1;SF3B2;SF3A1;RBM8A;FUS;ADAR;TFIP11;U2AF1;PRPF8;HNRNPL;RBM3;PTBP1;SNRNP40;PABPN1;SNRPD1;PRPF3;PPIG;SRSF5;SRSF7;SNRPB;HNRNPA0
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	29/417	8.812243e-12	8.418011e-10	0	0	5.286715e+00	1.345727e+02	RPLP1;RPLP0;RRBP1;RPL6;MRPL3;RPS19;RPS18;FDXR;RPL36;RPL13;RPL15;RPS11;RPL19;RPS12;ATG3;RPL21;RPS7;RPS8;RPL23;RPS6;RPL13A;RPL23A;KTN1;RPS25;RCN1;RPS20;RPL28;UBA52;RPS23
GO_Biological_Process_2021	RNA splicing (GO:0008380)	13/98	2.795188e-09	2.536633e-07	0	0	1.037936e+01	2.044253e+02	TCERG1;SF3B2;RBM8A;FUS;U2AF1;PRPF8;PTBP1;SNRNP40;SNRPD1;PRPF3;PPIG;SRSF7;SNRPB
GO_Biological_Process_2021	mRNA metabolic process (GO:0016071)	12/95	2.020054e-08	1.745904e-06	0	0	9.778978e+00	1.732596e+02	TCERG1;PTBP1;SF3B2;SF3A1;PRPF3;U2AF1;SRSF5;SRSF7;PRPF8;HSPA1B;SNRPB;HNRNPA0
GO_Biological_Process_2021	mRNA 3'-end processing (GO:0031124)	11/79	2.817253e-08	2.324234e-06	0	0	1.091217e+01	1.897072e+02	DDX39A;RBM8A;PABPN1;SARNP;CSTF1;U2AF1;CASC3;SRSF5;GRSF1;SRSF7;WDR33
GO_Biological_Process_2021	RNA 3'-end processing (GO:0031123)	10/69	8.221963e-08	6.488201e-06	0	0	1.139947e+01	1.859694e+02	DDX39A;RBM8A;PABPN1;SARNP;CSTF1;U2AF1;CASC3;SRSF5;SRSF7;WDR33
GO_Biological_Process_2021	aerobic electron transport chain (GO:0019646)	10/70	9.465483e-08	7.158271e-06	0	0	1.120890e+01	1.812819e+02	NDUFB9;NDUFA8;NDUFB8;NDUFS6;NDUFB5;NDUFA10;NDUFS3;NDUFS1;SDHA;COX6B1
GO_Biological_Process_2021	mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	8/39	1.009234e-07	7.327037e-06	0	0	1.726311e+01	2.780898e+02	NDUFB9;NDUFA8;NDUFB8;NDUFB5;NDUFS6;NDUFA10;NDUFS3;NDUFS1
GO_Biological_Process_2021	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	10/71	1.087157e-07	7.525716e-06	0	0	1.102459e+01	1.767741e+02	NDUFB9;NDUFA8;NDUFB8;NDUFS6;NDUFB5;NDUFA10;NDUFS3;NDUFS1;SDHA;COX6B1
GO_Biological_Process_2021	mitochondrial respiratory chain complex assembly (GO:0033108)	11/90	1.119528e-07	7.525716e-06	0	0	9.387490e+00	1.502485e+02	NDUFB9;COA3;NDUFA8;NDUFB8;SAMM50;SCO1;NDUFS6;NDUFB5;NDUFA10;NDUFS3;NDUFS1
GO_Biological_Process_2021	RNA export from nucleus (GO:0006405)	11/106	6.040162e-07	3.915319e-05	0	0	7.800072e+00	1.116944e+02	NUP93;DDX39A;RBM8A;SARNP;U2AF1;CASC3;SRSF5;SRSF7;RAE1;RAN;WDR33
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	11/107	6.642926e-07	4.157555e-05	0	0	7.718428e+00	1.097911e+02	NUP93;DDX39A;RBM8A;PABPN1;SARNP;U2AF1;CASC3;SRSF5;SRSF7;RAE1;WDR33
GO_Biological_Process_2021	regulation of mRNA splicing, via spliceosome (GO:0048024)	10/90	1.046231e-06	6.329701e-05	0	0	8.398116e+00	1.156447e+02	RBM3;HNRNPL;PTBP1;RBM15;SNW1;RBM8A;THRAP3;CIRBP;SRSF7;RBMX
GO_Biological_Process_2021	mitochondrial respiratory chain complex I assembly (GO:0032981)	8/58	2.452058e-06	1.390543e-04	0	0	1.069279e+01	1.381357e+02	NDUFB9;NDUFA8;NDUFB8;NDUFS6;NDUFB5;NDUFA10;NDUFS3;NDUFS1
GO_Biological_Process_2021	NADH dehydrogenase complex assembly (GO:0010257)	8/58	2.452058e-06	1.390543e-04	0	0	1.069279e+01	1.381357e+02	NDUFB9;NDUFA8;NDUFB8;NDUFS6;NDUFB5;NDUFA10;NDUFS3;NDUFS1
GO_Biological_Process_2021	mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	10/99	2.528260e-06	1.390543e-04	0	0	7.545406e+00	9.724503e+01	NUP93;DDX39A;RBM8A;SARNP;U2AF1;CASC3;SRSF5;SRSF7;RAE1;WDR33
GO_Biological_Process_2021	mRNA transport (GO:0051028)	10/104	3.963796e-06	2.115967e-04	0	0	7.142233e+00	8.883729e+01	NUP93;DDX39A;RBM8A;SARNP;U2AF1;CASC3;SRSF5;SRSF7;RAE1;WDR33
GO_Biological_Process_2021	nuclear export (GO:0051168)	9/84	4.946954e-06	2.565349e-04	0	0	8.036724e+00	9.818255e+01	DDX39A;RBM8A;SARNP;U2AF1;CASC3;SRSF5;SRSF7;RAE1;RAN
GO_Biological_Process_2021	positive regulation of mRNA splicing, via spliceosome (GO:0048026)	5/18	5.537482e-06	2.791814e-04	0	0	2.549210e+01	3.085556e+02	RBM3;SNW1;THRAP3;CIRBP;RBMX
GO_Biological_Process_2021	protein-DNA complex disassembly (GO:0032986)	5/20	9.774803e-06	4.794937e-04	0	0	2.209091e+01	2.548342e+02	SMARCC1;SMARCD2;SUPT16H;SMARCC2;RPL23
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	11/146	1.394172e-05	6.659004e-04	0	0	5.477740e+00	6.124455e+01	PSMC5;LARP1;FUS;DIS3;PSMA2;THRAP3;SERBP1;CIRBP;SAMD4B;UBA52;ELAVL1
GO_Biological_Process_2021	RNA transport (GO:0050658)	8/76	1.907007e-05	8.874917e-04	0	0	7.855142e+00	8.536490e+01	DDX39A;RBM8A;SARNP;U2AF1;CASC3;SRSF5;SRSF7;RAE1
GO_Biological_Process_2021	positive regulation of mRNA processing (GO:0050685)	5/23	2.044072e-05	9.274977e-04	0	0	1.840629e+01	1.987507e+02	RBM3;SNW1;THRAP3;CIRBP;RBMX
GO_Biological_Process_2021	RNA metabolic process (GO:0016070)	10/133	3.489355e-05	1.544678e-03	0	0	5.450217e+00	5.593671e+01	HNRNPL;RBM3;PTBP1;SNRNP40;PABPN1;ADAR;TFIP11;POLR2H;RBMX;HNRNPA0
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	10/136	4.224571e-05	1.825618e-03	0	0	5.319635e+00	5.357940e+01	HSP90AA1;EIF5;RPS19;SNRPD1;RPLP0;RPL23A;SRSF5;SNRNP200;RPL6;SNRPB
GO_Biological_Process_2021	mRNA stabilization (GO:0048255)	6/44	4.913196e-05	2.073826e-03	0	0	1.048720e+01	1.040435e+02	LARP1;FUS;THRAP3;CIRBP;ELAVL1;HNRNPA0
GO_Biological_Process_2021	negative regulation of mRNA catabolic process (GO:1902373)	5/29	6.697963e-05	2.762910e-03	0	0	1.380051e+01	1.326383e+02	LARP1;FUS;THRAP3;CIRBP;ELAVL1
GO_Biological_Process_2021	protein stabilization (GO:0050821)	11/179	9.093030e-05	3.667522e-03	0	0	4.394330e+00	4.089107e+01	HSP90AA1;RPS7;RPL23;CTNND1;SUGT1;RTN4;NAPG;HYPK;HSPA1B;HCFC1;CCT4
GO_Biological_Process_2021	positive regulation of RNA splicing (GO:0033120)	5/31	9.349367e-05	3.688935e-03	0	0	1.273763e+01	1.181749e+02	RBM3;SNW1;THRAP3;CIRBP;RBMX
GO_Biological_Process_2021	endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	11/185	1.219298e-04	4.708564e-03	0	0	4.241498e+00	3.822466e+01	LMAN1;TMED9;SEC23A;DCTN2;LMAN2;CAPZA1;DCTN3;GOPC;YKT6;SPTBN1;ARFGAP1
GO_Biological_Process_2021	RNA stabilization (GO:0043489)	5/33	1.274094e-04	4.789436e-03	0	0	1.182660e+01	1.060622e+02	LARP1;FUS;THRAP3;CIRBP;ELAVL1
GO_Biological_Process_2021	chromatin disassembly (GO:0031498)	4/18	1.319404e-04	4.789436e-03	0	0	1.887248e+01	1.685909e+02	SMARCC1;SMARCD2;SUPT16H;SMARCC2
GO_Biological_Process_2021	nucleosome disassembly (GO:0006337)	4/18	1.319404e-04	4.789436e-03	0	0	1.887248e+01	1.685909e+02	SMARCC1;SMARCD2;SUPT16H;SMARCC2
GO_Biological_Process_2021	regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	6/54	1.584176e-04	5.637803e-03	0	0	8.298142e+00	7.261103e+01	HNRNPL;PTBP1;RBM15;RBM8A;THRAP3;RBMX
GO_Biological_Process_2021	cellular component assembly (GO:0022607)	13/261	1.799541e-04	6.281089e-03	0	0	3.527877e+00	3.042021e+01	ARL6IP1;STX7;LIN7A;NAPG;RTN4;VMP1;LIMA1;RBBP4;CALD1;CAPZA1;RAC1;SPTBN1;VAMP2
GO_Biological_Process_2021	regulation of cellular response to heat (GO:1900034)	7/79	1.911100e-04	6.544615e-03	0	0	6.468079e+00	5.538397e+01	NUP93;DNAJB1;HSP90AA1;CHORDC1;MAPK1;RAE1;HSPA1B
GO_Biological_Process_2021	regulation of mammary gland epithelial cell proliferation (GO:0033599)	3/9	2.676709e-04	8.996717e-03	0	0	3.292977e+01	2.708721e+02	ZNF703;RREB1;RTN4
GO_Biological_Process_2021	ribosomal small subunit biogenesis (GO:0042274)	5/40	3.240391e-04	1.069329e-02	0	0	9.457912e+00	7.599098e+01	RPS25;RPS19;RPS7;RPS6;SNU13
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	24/742	4.027254e-04	1.279044e-02	0	0	2.282119e+00	1.783990e+01	HSP90AA1;HDAC2;ARL6IP1;RPS6;NME2;ACTN4;PA2G4;HYPK;RTN4;CCAR1;MTDH;TJP1;PTPA;BCLAF1;GOLPH3;CASP3;CFL1;NAE1;PTMA;PPIA;UBA52;HSPA1B;CD44;SLC27A4
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	18/481	4.050311e-04	1.279044e-02	0	0	2.633088e+00	2.056849e+01	ACTR2;HSP90AA1;TUBB;NME2;PA2G4;ILF2;ERP44;SDCBP;PGRMC1;PSMA2;MAPK1;LAMTOR1;RAC1;PPIA;HSPA1B;VAMP2;CD44;KPNB1
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	5/42	4.087304e-04	1.279044e-02	0	0	8.945764e+00	6.979892e+01	HDAC2;SMARCD2;SMARCC1;SMARCC2;RBBP4
GO_Biological_Process_2021	regulation of RNA metabolic process (GO:0051252)	6/65	4.410484e-04	1.350992e-02	0	0	6.747251e+00	5.213167e+01	HNRNPL;PTBP1;AHNAK;FUS;ZNF326;GRSF1
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	18/485	4.466090e-04	1.350992e-02	0	0	2.609992e+00	2.013303e+01	ACTR2;HSP90AA1;TUBB;NME2;PA2G4;ILF2;ERP44;SDCBP;PGRMC1;PSMA2;MAPK1;LAMTOR1;RAC1;PPIA;HSPA1B;VAMP2;CD44;KPNB1
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	18/488	4.801717e-04	1.428708e-02	0	0	2.592928e+00	1.981351e+01	ACTR2;HSP90AA1;TUBB;NME2;PA2G4;ILF2;ERP44;SDCBP;PGRMC1;PSMA2;MAPK1;LAMTOR1;RAC1;PPIA;HSPA1B;VAMP2;CD44;KPNB1
GO_Biological_Process_2021	ribosomal large subunit assembly (GO:0000027)	4/25	5.018611e-04	1.469158e-02	0	0	1.257718e+01	9.555120e+01	DHX30;RPLP0;RPL23A;RPL6
GO_Biological_Process_2021	interleukin-12-mediated signaling pathway (GO:0035722)	5/46	6.270188e-04	1.806411e-02	0	0	8.071364e+00	5.952255e+01	HNRNPDL;CAPZA1;RPLP0;CFL1;PPIA
GO_Biological_Process_2021	regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	4/27	6.799239e-04	1.928222e-02	0	0	1.148235e+01	8.374683e+01	TCERG1;SUPT16H;WDR43;NELFE
GO_Biological_Process_2021	nucleic acid metabolic process (GO:0090304)	6/71	7.091591e-04	1.980190e-02	0	0	6.122557e+00	4.439730e+01	HNRNPL;PTBP1;POLR2H;RBMX;RAN;HNRNPA0
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	15/381	7.288872e-04	2.004440e-02	0	0	2.760610e+00	1.994262e+01	HDAC2;ARL6IP1;NME2;PA2G4;HYPK;MTDH;TJP1;PSMC5;GOLPH3;CASP3;CFL1;PTMA;UBA52;HSPA1B;CD44
GO_Biological_Process_2021	cellular response to interleukin-12 (GO:0071349)	5/48	7.642502e-04	2.039874e-02	0	0	7.695169e+00	5.522527e+01	HNRNPDL;CAPZA1;RPLP0;CFL1;PPIA
GO_Biological_Process_2021	nucleus organization (GO:0006997)	5/48	7.642502e-04	2.039874e-02	0	0	7.695169e+00	5.522527e+01	NUP93;RPS19;PITPNB;CHMP2B;CHMP2A
GO_Biological_Process_2021	regulation of DNA-templated transcription, elongation (GO:0032784)	4/28	7.838916e-04	2.061976e-02	0	0	1.100336e+01	7.868763e+01	TSFM;SUPT16H;ZNF326;WDR43
GO_Biological_Process_2021	chromatin remodeling (GO:0006338)	7/103	9.609691e-04	2.461763e-02	0	0	4.845127e+00	3.366185e+01	SMARCC1;HDAC2;SMARCD2;SMARCC2;RBBP4;BAZ1B;HCFC1
GO_Biological_Process_2021	mitotic metaphase plate congression (GO:0007080)	5/51	1.010564e-03	2.461763e-02	0	0	7.192212e+00	4.960646e+01	DCTN2;BOD1;CHMP2B;CHMP2A;KPNB1
GO_Biological_Process_2021	mitotic nuclear membrane organization (GO:0101024)	5/51	1.010564e-03	2.461763e-02	0	0	7.192212e+00	4.960646e+01	NUP93;CHMP2B;CHMP2A;KPNB1;RAN
GO_Biological_Process_2021	mitotic nuclear membrane reassembly (GO:0007084)	5/51	1.010564e-03	2.461763e-02	0	0	7.192212e+00	4.960646e+01	NUP93;CHMP2B;CHMP2A;KPNB1;RAN
GO_Biological_Process_2021	regulation of RNA splicing (GO:0043484)	6/76	1.016634e-03	2.461763e-02	0	0	5.683784e+00	3.916842e+01	HNRNPL;PTBP1;AHNAK;FUS;ZNF326;GRSF1
GO_Biological_Process_2021	translational elongation (GO:0006414)	7/104	1.017258e-03	2.461763e-02	0	0	4.794933e+00	3.304018e+01	EEF1G;MRPL3;TSFM;GFM1;MRPL50;MRPS25;MRPL39
GO_Biological_Process_2021	mitochondrial translation (GO:0032543)	7/105	1.076107e-03	2.519595e-02	0	0	4.745763e+00	3.243447e+01	MRPL3;TSFM;GFM1;MRPL50;MRPS25;MRPL39;IARS2
GO_Biological_Process_2021	import into nucleus (GO:0051170)	6/77	1.088801e-03	2.519595e-02	0	0	5.603445e+00	3.823050e+01	NUP93;SNRPD1;KPNB1;RAN;APPL1;SNRPB
GO_Biological_Process_2021	respiratory electron transport chain (GO:0022904)	3/14	1.096683e-03	2.519595e-02	0	0	1.795713e+01	1.223862e+02	ETFB;SDHA;SDHB
GO_Biological_Process_2021	negative regulation of mRNA splicing, via spliceosome (GO:0048025)	3/14	1.096683e-03	2.519595e-02	0	0	1.795713e+01	1.223862e+02	PTBP1;RBMX;SRSF7
GO_Biological_Process_2021	nuclear membrane reassembly (GO:0031468)	5/54	1.311397e-03	2.964367e-02	0	0	6.750842e+00	4.480306e+01	NUP93;CHMP2B;CHMP2A;KPNB1;RAN
GO_Biological_Process_2021	regulation of organelle organization (GO:0033043)	6/80	1.329036e-03	2.964367e-02	0	0	5.375457e+00	3.560327e+01	TJP1;LMAN1;TMED9;GOLPH3;ARL6IP1;MAPK1
GO_Biological_Process_2021	electron transport chain (GO:0022900)	3/15	1.355606e-03	2.964367e-02	0	0	1.645987e+01	1.086928e+02	ETFB;SDHA;SDHB
GO_Biological_Process_2021	negative regulation of mRNA processing (GO:0050686)	3/15	1.355606e-03	2.964367e-02	0	0	1.645987e+01	1.086928e+02	PTBP1;RBMX;SRSF7
GO_Biological_Process_2021	protein targeting to mitochondrion (GO:0006626)	5/55	1.424979e-03	3.078971e-02	0	0	6.615488e+00	4.335525e+01	TIMM10B;HSP90AA1;SAMM50;TIMM23;PMPCA
GO_Biological_Process_2021	regulation of translation (GO:0006417)	9/178	1.578878e-03	3.371370e-02	0	0	3.549508e+00	2.289802e+01	RBM3;TSFM;LARP1;EIF5;CIRBP;RPL13A;SAMD4B;TYMS;ELAVL1
GO_Biological_Process_2021	termination of RNA polymerase II transcription (GO:0006369)	4/34	1.653763e-03	3.410886e-02	0	0	8.800000e+00	5.636138e+01	PABPN1;CSTF1;WDR33;SNRPB
GO_Biological_Process_2021	tRNA export from nucleus (GO:0006409)	4/34	1.653763e-03	3.410886e-02	0	0	8.800000e+00	5.636138e+01	NUP93;XPOT;RAE1;RAN
GO_Biological_Process_2021	tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	4/34	1.653763e-03	3.410886e-02	0	0	8.800000e+00	5.636138e+01	NUP93;XPOT;RAE1;RAN
GO_Biological_Process_2021	ribosomal large subunit biogenesis (GO:0042273)	5/57	1.673657e-03	3.413133e-02	0	0	6.360399e+00	4.066040e+01	RPLP0;MRTO4;SNU13;RPL23A;RPL6
GO_Biological_Process_2021	regulation of mitotic spindle organization (GO:0060236)	4/35	1.845213e-03	3.721181e-02	0	0	8.515696e+00	5.360767e+01	CHMP2B;CHMP2A;RAE1;HSPA1B
GO_Biological_Process_2021	fatty acid oxidation (GO:0019395)	5/59	1.952782e-03	3.894835e-02	0	0	6.124205e+00	3.820585e+01	HADHA;ACAA2;ILVBL;HADH;ADH5
GO_Biological_Process_2021	ribonucleoprotein complex biogenesis (GO:0022613)	5/60	2.104427e-03	4.122558e-02	0	0	6.012550e+00	3.705963e+01	RPS25;RPS19;RPS7;RPS6;MRTO4
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	7/118	2.112385e-03	4.122558e-02	0	0	4.187174e+00	2.579273e+01	NUP93;DNAJB1;HSP90AA1;CHORDC1;MAPK1;RAE1;HSPA1B
GO_Biological_Process_2021	succinyl-CoA metabolic process (GO:0006104)	2/5	2.205198e-03	4.209827e-02	0	0	4.376667e+01	2.677180e+02	DLST;SUCLG2
GO_Biological_Process_2021	mitochondrial tRNA methylation (GO:0070901)	2/5	2.205198e-03	4.209827e-02	0	0	4.376667e+01	2.677180e+02	TRMT10C;PRORP
GO_Biological_Process_2021	tRNA transport (GO:0051031)	4/37	2.273155e-03	4.209827e-02	0	0	7.998780e+00	4.868527e+01	NUP93;XPOT;RAE1;RAN
GO_Biological_Process_2021	regulation of mitotic cell cycle phase transition (GO:1901990)	9/188	2.292687e-03	4.209827e-02	0	0	3.349496e+00	2.035834e+01	HSP90AA1;PSMC5;DCTN2;PSMA2;TUBB;DCTN3;UBE2E1;UBA52;APPL1
GO_Biological_Process_2021	mitochondrial translational elongation (GO:0070125)	6/89	2.296269e-03	4.209827e-02	0	0	4.790378e+00	2.910858e+01	MRPL3;TSFM;GFM1;MRPL50;MRPS25;MRPL39
GO_Biological_Process_2021	protein import (GO:0017038)	6/89	2.296269e-03	4.209827e-02	0	0	4.790378e+00	2.910858e+01	NUP93;HSP90AA1;SAMM50;KPNB1;RAN;APPL1
GO_Biological_Process_2021	spliceosomal snRNP assembly (GO:0000387)	4/38	2.510780e-03	4.511946e-02	0	0	7.763127e+00	4.647910e+01	SNRPD1;PRPF3;PRPF8;SNRPB
